Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
1930-12-31,0.08,0.08,0.08,0.08
1931-12-31,0.07,0.07,0.07,0.07
1932-12-30,0.06,0.06,0.06,0.06
1933-12-29,0.06,0.06,0.06,0.06
1934-12-31,0.06,0.06,0.06,0.06
1935-12-31,0.06,0.06,0.06,0.06
1936-12-31,0.06,0.06,0.06,0.06
1937-12-31,0.05,0.05,0.05,0.05
1938-12-30,0.05,0.05,0.05,0.05
1939-12-29,0.05,0.05,0.05,0.05
1940-12-31,0.05,0.05,0.05,0.05
1941-12-31,0.05,0.05,0.05,0.05
1942-12-31,0.05,0.05,0.05,0.05
1943-12-31,0.05,0.05,0.05,0.05
1944-12-29,0.05,0.05,0.05,0.05
1945-12-31,0.05,0.05,0.05,0.05
1946-12-31,0.05,0.05,0.05,0.05
1947-12-31,0.06,0.06,0.06,0.06
1948-12-31,0.06,0.06,0.06,0.06
1949-12-30,0.06,0.06,0.06,0.06
1950-12-29,0.07,0.07,0.07,0.07
1951-12-31,0.07,0.07,0.07,0.07
1952-12-31,0.08,0.08,0.08,0.08
1953-12-31,0.09,0.09,0.09,0.09
1954-12-31,0.1,0.1,0.1,0.1
1955-12-30,0.1,0.1,0.1,0.1
1956-12-31,0.11,0.11,0.11,0.11
1957-12-31,0.11,0.11,0.11,0.11
1958-12-31,0.12,0.12,0.12,0.12
1959-12-31,0.13,0.13,0.13,0.13
1960-12-30,0.14,0.14,0.14,0.14
1961-12-29,0.15,0.15,0.15,0.15
1962-12-31,0.16,0.16,0.16,0.16
1963-12-31,0.16,0.16,0.16,0.16
1964-12-31,0.15,0.15,0.15,0.15
1965-12-31,0.16,0.16,0.16,0.16
1966-12-30,0.16,0.16,0.16,0.16
1967-12-29,0.16,0.16,0.16,0.16
1968-12-31,0.16,0.16,0.16,0.16
1969-12-31,0.17,0.17,0.17,0.17
1970-12-31,0.17,0.17,0.17,0.17
1971-12-31,0.18,0.18,0.18,0.18
1972-12-29,0.19,0.19,0.19,0.19
1973-12-31,0.22,0.22,0.22,0.22
1974-12-31,0.3,0.3,0.3,0.3
1975-12-31,0.44,0.44,0.44,0.44
1976-01-30,0.54,0.54,0.54,0.54
1976-02-27,0.54,0.54,0.54,0.54
1976-03-31,0.54,0.54,0.54,0.54
1976-04-30,0.55,0.55,0.55,0.55
1976-05-28,0.55,0.55,0.55,0.55
1976-06-30,0.58,0.58,0.58,0.58
1976-07-30,0.58,0.58,0.58,0.58
1976-08-31,0.6,0.6,0.6,0.6
1976-09-30,0.6,0.6,0.6,0.6
1976-10-29,0.62,0.62,0.62,0.62
1976-11-30,0.63,0.63,0.63,0.63
1976-12-31,0.64,0.64,0.64,0.64
1977-01-31,0.67,0.67,0.67,0.67
1977-02-28,0.71,0.71,0.71,0.71
1977-03-31,0.75,0.75,0.75,0.75
1977-04-29,0.77,0.77,0.77,0.77
1977-05-31,0.77,0.77,0.77,0.77
1977-06-30,0.82,0.82,0.82,0.82
1977-07-29,0.83,0.83,0.83,0.83
1977-08-31,0.82,0.82,0.82,0.82
1977-09-30,0.83,0.83,0.83,0.83
1977-10-31,0.84,0.84,0.84,0.84
1977-11-30,0.83,0.83,0.83,0.83
1977-12-30,0.84,0.84,0.84,0.84
1978-01-31,0.87,0.87,0.87,0.87
1978-02-28,0.89,0.89,0.89,0.89
1978-03-31,0.89,0.89,0.89,0.89
1978-04-28,0.88,0.88,0.88,0.88
1978-05-31,0.91,0.91,0.91,0.91
1978-06-30,0.91,0.91,0.91,0.91
1978-07-31,0.89,0.89,0.89,0.89
1978-08-31,0.91,0.91,0.91,0.91
1978-09-29,0.92,0.92,0.92,0.92
1978-10-31,0.92,0.92,0.92,0.92
1978-11-30,0.93,0.93,0.93,0.93
1978-12-29,0.96,0.96,0.96,0.96
1979-01-31,1.02,1.02,1.02,1.02
1979-02-28,1.05,1.05,1.05,1.05
1979-03-30,1.1,1.1,1.1,1.1
1979-04-30,1.11,1.11,1.11,1.11
1979-05-31,1.15,1.15,1.15,1.15
1979-06-29,1.17,1.17,1.17,1.17
1979-07-31,1.2,1.2,1.2,1.2
1979-08-31,1.24,1.24,1.24,1.24
1979-09-28,1.24,1.24,1.24,1.24
1979-10-31,1.28,1.28,1.28,1.28
1979-11-30,1.29,1.29,1.29,1.29
1979-12-31,1.31,1.31,1.31,1.31
1980-01-31,1.37,1.37,1.37,1.37
1980-02-29,1.42,1.42,1.42,1.42
1980-03-31,1.46,1.46,1.46,1.46
1980-04-30,1.51,1.51,1.51,1.51
1980-05-30,1.56,1.56,1.56,1.56
1980-06-30,1.57,1.57,1.57,1.57
1980-07-31,1.64,1.64,1.64,1.64
1980-08-29,1.64,1.64,1.64,1.64
1980-09-30,1.69,1.69,1.69,1.69
1980-10-31,1.71,1.71,1.71,1.71
1980-11-28,1.76,1.76,1.76,1.76
1980-12-31,1.74,1.74,1.74,1.74
1981-01-30,1.77,1.77,1.77,1.77
1981-02-27,1.81,1.81,1.81,1.81
1981-03-31,1.86,1.86,1.86,1.86
1981-04-30,1.93,1.93,1.93,1.93
1981-05-29,1.95,1.95,1.95,1.95
1981-06-30,1.95,1.95,1.95,1.95
1981-07-31,2.01,2.01,2.01,2.01
1981-08-31,2.02,2.02,2.02,2.02
1981-09-30,2.08,2.08,2.08,2.08
1981-10-30,2.11,2.11,2.11,2.11
1981-11-30,2.15,2.15,2.15,2.15
1981-12-31,2.16,2.16,2.16,2.16
1982-01-29,2.23,2.23,2.23,2.23
1982-02-26,2.3,2.3,2.3,2.3
1982-03-31,2.35,2.35,2.35,2.35
1982-04-30,2.4,2.4,2.4,2.4
1982-05-28,2.45,2.45,2.45,2.45
1982-06-30,2.45,2.45,2.45,2.45
1982-07-30,2.47,2.47,2.47,2.47
1982-08-31,2.53,2.53,2.53,2.53
1982-09-30,2.56,2.56,2.56,2.56
1982-10-29,2.6,2.6,2.6,2.6
1982-11-30,2.62,2.62,2.62,2.62
1982-12-31,2.62,2.62,2.62,2.62
1983-01-31,2.66,2.66,2.66,2.66
1983-02-28,2.66,2.66,2.66,2.66
1983-03-31,2.68,2.68,2.68,2.68
1983-04-29,2.53,2.53,2.53,2.53
1983-05-31,2.53,2.53,2.53,2.53
1983-06-30,2.59,2.59,2.59,2.59
1983-07-29,2.52,2.52,2.52,2.52
1983-08-31,2.58,2.58,2.58,2.58
1983-09-30,2.67,2.67,2.67,2.67
1983-10-31,2.58,2.58,2.58,2.58
1983-11-30,2.6,2.6,2.6,2.6
1983-12-30,2.61,2.61,2.61,2.61
1984-01-31,2.87,2.87,2.87,2.87
1984-02-29,2.71,2.71,2.71,2.71
1984-03-30,2.67,2.67,2.67,2.67
1984-04-30,2.64,2.64,2.64,2.64
1984-05-31,2.67,2.67,2.67,2.67
1984-06-29,2.7,2.7,2.7,2.7
1984-07-31,2.68,2.68,2.68,2.68
1984-08-31,2.69,2.69,2.69,2.69
1984-09-28,2.62,2.62,2.62,2.62
1984-10-31,2.63,2.63,2.63,2.63
1984-11-30,2.61,2.61,2.61,2.61
1984-12-31,2.67,2.67,2.67,2.67
1985-01-31,2.64,2.64,2.64,2.64
1985-02-28,2.71,2.71,2.71,2.71
1985-03-29,2.62,2.62,2.62,2.62
1985-04-30,2.64,2.64,2.64,2.64
1985-05-31,2.5,2.5,2.5,2.5
1985-06-28,2.58,2.58,2.58,2.58
1985-07-31,2.51,2.51,2.51,2.51
1985-08-30,2.47,2.47,2.47,2.47
1985-09-30,2.42,2.42,2.42,2.42
1985-10-31,2.37,2.37,2.37,2.37
1985-11-29,2.36,2.36,2.36,2.36
1985-12-31,2.26,2.26,2.26,2.26
1986-01-31,2.26,2.26,2.26,2.26
1986-02-28,2.26,2.26,2.26,2.26
1986-03-31,2.16,2.16,2.16,2.16
1986-04-30,2.1,2.1,2.1,2.1
1986-05-30,1.96,1.96,1.96,1.96
1986-06-30,1.85,1.85,1.85,1.85
1986-07-31,1.8,1.8,1.8,1.8
1986-08-29,1.77,1.77,1.77,1.77
1986-09-30,1.78,1.78,1.78,1.78
1986-10-31,1.73,1.73,1.73,1.73
1986-11-28,1.77,1.77,1.77,1.77
1986-12-31,1.76,1.76,1.76,1.76
1987-01-30,1.74,1.74,1.74,1.74
1987-02-27,1.73,1.73,1.73,1.73
1987-03-31,1.73,1.73,1.73,1.73
1987-04-30,1.69,1.69,1.69,1.69
1987-05-29,1.65,1.65,1.65,1.65
1987-06-30,1.65,1.65,1.65,1.65
1987-07-31,1.66,1.66,1.66,1.66
1987-08-31,1.63,1.63,1.63,1.63
1987-09-30,1.56,1.56,1.56,1.56
1987-10-30,1.57,1.57,1.57,1.57
1987-11-30,1.64,1.64,1.64,1.64
1987-12-31,1.7,1.7,1.7,1.7
1988-01-29,1.96,1.96,1.96,1.96
1988-02-29,1.64,1.64,1.64,1.64
1988-03-31,1.7,1.7,1.7,1.7
1988-04-29,1.59,1.59,1.59,1.59
1988-05-31,1.52,1.52,1.52,1.52
1988-06-30,1.53,1.53,1.53,1.53
1988-07-29,1.56,1.56,1.56,1.56
1988-08-31,1.62,1.62,1.62,1.62
1988-09-30,1.53,1.53,1.53,1.53
1988-10-31,1.68,1.68,1.68,1.68
1988-11-30,1.76,1.76,1.76,1.76
1988-12-30,1.89,1.89,1.89,1.89
1989-01-31,1.98,1.98,1.98,1.98
1989-02-28,1.81,1.81,1.81,1.81
1989-03-31,1.59,1.59,1.59,1.59
1989-04-28,1.58,1.58,1.58,1.58
1989-05-31,1.61,1.61,1.61,1.61
1989-06-30,1.65,1.65,1.65,1.65
1989-07-31,1.65,1.65,1.65,1.65
1989-08-31,1.61,1.61,1.61,1.61
1989-09-29,1.55,1.55,1.55,1.55
1989-10-31,1.68,1.68,1.68,1.68
1989-11-30,1.68,1.68,1.68,1.68
1989-12-29,1.92,1.92,1.92,1.92
1990-01-31,2.23,2.23,2.23,2.23
1990-02-28,1.85,1.85,1.85,1.85
1990-03-30,1.55,1.55,1.55,1.55
1990-04-30,1.49,1.49,1.49,1.49
1990-05-31,1.47,1.47,1.47,1.47
1990-06-29,1.48,1.48,1.48,1.48
1990-07-31,1.49,1.49,1.49,1.49
1990-08-31,1.51,1.51,1.51,1.51
1990-09-28,1.56,1.56,1.56,1.56
1990-10-31,1.76,1.76,1.76,1.76
1990-11-30,1.94,1.94,1.94,1.94
1990-12-31,2.04,2.04,2.04,2.04
1991-01-31,1.96,1.96,1.96,1.96
1991-02-28,1.62,1.62,1.62,1.62
1991-03-28,1.49,1.49,1.49,1.49
1991-04-30,1.5,1.5,1.5,1.5
1991-05-31,1.48,1.48,1.48,1.48
1991-06-28,1.43,1.43,1.43,1.43
1991-07-31,1.34,1.34,1.34,1.34
1991-08-30,1.43,1.43,1.43,1.43
1991-09-30,1.59,1.59,1.59,1.59
1991-10-31,1.82,1.82,1.82,1.82
1991-11-29,1.89,1.89,1.89,1.89
1991-12-31,2,2,2,2
1992-01-31,1.74,1.74,1.74,1.74
1992-02-28,1.26,1.26,1.26,1.26
1992-03-31,1.36,1.36,1.36,1.36
1992-04-30,1.42,1.42,1.42,1.42
1992-05-29,1.51,1.51,1.51,1.51
1992-06-30,1.62,1.62,1.62,1.62
1992-07-31,1.55,1.55,1.55,1.55
1992-08-31,1.84,1.84,1.84,1.84
1992-09-30,1.92,1.92,1.92,1.92
1992-10-30,2.38,2.38,2.38,2.38
1992-11-30,2.13,2.13,2.13,2.13
1992-12-31,2.07,2.07,2.07,2.07
1993-01-29,1.96,1.96,1.96,1.96
1993-02-26,1.72,1.72,1.72,1.72
1993-03-31,1.89,1.89,1.89,1.89
1993-04-30,2.05,2.05,2.05,2.05
1993-05-28,2.3,2.3,2.3,2.3
1993-06-30,1.87,1.87,1.87,1.87
1993-07-30,1.91,1.91,1.91,1.91
1993-08-31,2,2,2,2
1993-09-30,2.11,2.11,2.11,2.11
1993-10-29,2.2,2.2,2.2,2.2
1993-11-01,2.2,2.2,2.2,2.2
1993-11-02,2.27,2.27,2.27,2.27
1993-11-03,2.28,2.28,2.28,2.28
1993-11-04,2.33,2.33,2.33,2.33
1993-11-05,2.35,2.35,2.35,2.35
1993-11-08,2.36,2.36,2.36,2.36
1993-11-09,2.36,2.36,2.36,2.36
1993-11-10,2.34,2.34,2.34,2.34
1993-11-11,2.33,2.33,2.33,2.33
1993-11-12,2.27,2.27,2.27,2.27
1993-11-15,2.23,2.23,2.23,2.23
1993-11-16,2.23,2.23,2.23,2.23
1993-11-17,2.23,2.23,2.23,2.23
1993-11-18,2.29,2.29,2.29,2.29
1993-11-19,2.28,2.28,2.28,2.28
1993-11-22,2.37,2.37,2.37,2.37
1993-11-23,2.37,2.37,2.37,2.37
1993-11-24,2.43,2.43,2.43,2.43
1993-11-29,2.43,2.43,2.43,2.43
1993-11-30,2.43,2.43,2.43,2.43
1993-12-01,2.35,2.35,2.35,2.35
1993-12-02,2.29,2.29,2.29,2.29
1993-12-03,2.28,2.28,2.28,2.28
1993-12-06,2.26,2.26,2.26,2.26
1993-12-07,2.26,2.26,2.26,2.26
1993-12-08,2.17,2.17,2.17,2.17
1993-12-09,1.99,1.99,1.99,1.99
1993-12-10,1.89,1.89,1.89,1.89
1993-12-13,1.83,1.83,1.83,1.83
1993-12-14,1.87,1.87,1.87,1.87
1993-12-15,1.905,1.905,1.905,1.905
1993-12-16,1.935,1.935,1.935,1.935
1993-12-17,2.025,2.025,2.025,2.025
1993-12-20,2.12,2.12,2.12,2.12
1993-12-21,1.955,1.955,1.955,1.955
1993-12-22,2.03,2.03,2.03,2.03
1993-12-23,2.1,2.1,2.1,2.1
1993-12-27,2.16,2.16,2.16,2.16
1993-12-28,2.235,2.235,2.235,2.235
1993-12-29,2.155,2.155,2.155,2.155
1993-12-30,2.08,2.08,2.08,2.08
1994-01-03,2.05,2.05,2.05,2.05
1994-01-04,2.08,2.08,2.08,2.08
1994-01-05,2.11,2.11,2.11,2.11
1994-01-06,2.15,2.15,2.15,2.15
1994-01-07,2.25,2.25,2.25,2.25
1994-01-10,2.23,2.23,2.23,2.23
1994-01-11,2.23,2.23,2.23,2.23
1994-01-12,2.25,2.25,2.25,2.25
1994-01-13,2.305,2.305,2.305,2.305
1994-01-14,2.405,2.405,2.405,2.405
1994-01-17,2.55,2.55,2.55,2.55
1994-01-18,2.785,2.785,2.785,2.785
1994-01-19,3.075,3.075,3.075,3.075
1994-01-20,3.075,3.075,3.075,3.075
1994-01-21,2.9,2.9,2.9,2.9
1994-01-24,2.875,2.875,2.875,2.875
1994-01-25,2.89,2.89,2.89,2.89
1994-01-26,2.425,2.425,2.425,2.425
1994-01-27,2.45,2.45,2.45,2.45
1994-01-28,2.54,2.54,2.54,2.54
1994-01-31,2.615,2.615,2.615,2.615
1994-02-01,2.615,2.615,2.615,2.615
1994-02-02,3.13,3.13,3.13,3.13
1994-02-03,2.85,2.85,2.85,2.85
1994-02-04,2.625,2.625,2.625,2.625
1994-02-07,2.63,2.63,2.63,2.63
1994-02-08,2.7,2.7,2.7,2.7
1994-02-09,2.95,2.95,2.95,2.95
1994-02-10,2.95,2.95,2.95,2.95
1994-02-11,2.725,2.725,2.725,2.725
1994-02-14,2.55,2.55,2.55,2.55
1994-02-15,2.48,2.48,2.48,2.48
1994-02-16,2.52,2.52,2.52,2.52
1994-02-17,2.43,2.43,2.43,2.43
1994-02-18,2.34,2.34,2.34,2.34
1994-02-22,2.38,2.38,2.38,2.38
1994-02-23,2.345,2.345,2.345,2.345
1994-02-24,2.345,2.345,2.345,2.345
1994-02-25,2.36,2.36,2.36,2.36
1994-02-28,2.36,2.36,2.36,2.36
1994-03-01,2.355,2.355,2.355,2.355
1994-03-02,2.34,2.34,2.34,2.34
1994-03-03,2.275,2.275,2.275,2.275
1994-03-04,2.26,2.26,2.26,2.26
1994-03-07,2.225,2.225,2.225,2.225
1994-03-08,2.19,2.19,2.19,2.19
1994-03-09,2.19,2.19,2.19,2.19
1994-03-10,2.15,2.15,2.15,2.15
1994-03-11,2.065,2.065,2.065,2.065
1994-03-14,2.015,2.015,2.015,2.015
1994-03-15,2.015,2.015,2.015,2.015
1994-03-16,2.02,2.02,2.02,2.02
1994-03-17,2.03,2.03,2.03,2.03
1994-03-18,2.03,2.03,2.03,2.03
1994-03-21,2.025,2.025,2.025,2.025
1994-03-22,1.94,1.94,1.94,1.94
1994-03-23,1.94,1.94,1.94,1.94
1994-03-24,1.925,1.925,1.925,1.925
1994-03-25,1.945,1.945,1.945,1.945
1994-03-28,1.945,1.945,1.945,1.945
1994-03-29,2.005,2.005,2.005,2.005
1994-03-30,2.005,2.005,2.005,2.005
1994-03-31,2.025,2.025,2.025,2.025
1994-04-04,2.015,2.015,2.015,2.015
1994-04-05,2.015,2.015,2.015,2.015
1994-04-06,1.985,1.985,1.985,1.985
1994-04-07,1.985,1.985,1.985,1.985
1994-04-08,1.98,1.98,1.98,1.98
1994-04-11,1.985,1.985,1.985,1.985
1994-04-12,2.03,2.03,2.03,2.03
1994-04-13,2.045,2.045,2.045,2.045
1994-04-14,2.105,2.105,2.105,2.105
1994-04-15,2.115,2.115,2.115,2.115
1994-04-18,2.105,2.105,2.105,2.105
1994-04-19,2.105,2.105,2.105,2.105
1994-04-20,2.105,2.105,2.105,2.105
1994-04-21,2.105,2.105,2.105,2.105
1994-04-22,2.085,2.085,2.085,2.085
1994-04-25,2.06,2.06,2.06,2.06
1994-04-26,2.055,2.055,2.055,2.055
1994-04-28,2.025,2.025,2.025,2.025
1994-04-29,2.025,2.025,2.025,2.025
1994-05-02,2,2,2,2
1994-05-03,1.98,1.98,1.98,1.98
1994-05-04,1.98,1.98,1.98,1.98
1994-05-05,1.975,1.975,1.975,1.975
1994-05-06,1.965,1.965,1.965,1.965
1994-05-09,1.965,1.965,1.965,1.965
1994-05-10,1.92,1.92,1.92,1.92
1994-05-11,1.91,1.91,1.91,1.91
1994-05-12,1.905,1.905,1.905,1.905
1994-05-13,1.88,1.88,1.88,1.88
1994-05-16,1.845,1.845,1.845,1.845
1994-05-17,1.825,1.825,1.825,1.825
1994-05-18,1.825,1.825,1.825,1.825
1994-05-19,1.86,1.86,1.86,1.86
1994-05-20,1.825,1.825,1.825,1.825
1994-05-23,1.8,1.8,1.8,1.8
1994-05-24,1.79,1.79,1.79,1.79
1994-05-25,1.775,1.775,1.775,1.775
1994-05-26,1.775,1.775,1.775,1.775
1994-05-27,1.775,1.775,1.775,1.775
1994-05-31,1.775,1.775,1.775,1.775
1994-06-01,1.775,1.775,1.775,1.775
1994-06-02,1.83,1.83,1.83,1.83
1994-06-03,1.82,1.82,1.82,1.82
1994-06-06,1.82,1.82,1.82,1.82
1994-06-07,1.845,1.845,1.845,1.845
1994-06-08,1.895,1.895,1.895,1.895
1994-06-09,1.935,1.935,1.935,1.935
1994-06-10,1.96,1.96,1.96,1.96
1994-06-13,1.96,1.96,1.96,1.96
1994-06-14,1.98,1.98,1.98,1.98
1994-06-15,2.04,2.04,2.04,2.04
1994-06-16,2.09,2.09,2.09,2.09
1994-06-17,2.045,2.045,2.045,2.045
1994-06-20,2.045,2.045,2.045,2.045
1994-06-21,2.045,2.045,2.045,2.045
1994-06-22,2.075,2.075,2.075,2.075
1994-06-23,1.935,1.935,1.935,1.935
1994-06-24,1.96,1.96,1.96,1.96
1994-06-27,1.99,1.99,1.99,1.99
1994-06-28,2.025,2.025,2.025,2.025
1994-06-29,2.025,2.025,2.025,2.025
1994-06-30,2.025,2.025,2.025,2.025
1994-07-01,2.045,2.045,2.045,2.045
1994-07-05,2.025,2.025,2.025,2.025
1994-07-06,1.985,1.985,1.985,1.985
1994-07-07,1.985,1.985,1.985,1.985
1994-07-08,1.955,1.955,1.955,1.955
1994-07-11,1.94,1.94,1.94,1.94
1994-07-12,1.94,1.94,1.94,1.94
1994-07-13,1.92,1.92,1.92,1.92
1994-07-14,1.92,1.92,1.92,1.92
1994-07-15,1.855,1.855,1.855,1.855
1994-07-18,1.835,1.835,1.835,1.835
1994-07-19,1.845,1.845,1.845,1.845
1994-07-20,1.855,1.855,1.855,1.855
1994-07-21,1.82,1.82,1.82,1.82
1994-07-22,1.78,1.78,1.78,1.78
1994-07-25,1.795,1.795,1.795,1.795
1994-07-26,1.795,1.795,1.795,1.795
1994-07-27,1.795,1.795,1.795,1.795
1994-07-28,1.795,1.795,1.795,1.795
1994-07-29,1.78,1.78,1.78,1.78
1994-08-01,1.78,1.78,1.78,1.78
1994-08-02,1.78,1.78,1.78,1.78
1994-08-03,1.74,1.74,1.74,1.74
1994-08-04,1.695,1.695,1.695,1.695
1994-08-05,1.65,1.65,1.65,1.65
1994-08-08,1.575,1.575,1.575,1.575
1994-08-09,1.56,1.56,1.56,1.56
1994-08-10,1.58,1.58,1.58,1.58
1994-08-11,1.6,1.6,1.6,1.6
1994-08-12,1.58,1.58,1.58,1.58
1994-08-15,1.58,1.58,1.58,1.58
1994-08-16,1.63,1.63,1.63,1.63
1994-08-17,1.705,1.705,1.705,1.705
1994-08-18,1.7,1.7,1.7,1.7
1994-08-19,1.665,1.665,1.665,1.665
1994-08-22,1.625,1.625,1.625,1.625
1994-08-23,1.595,1.595,1.595,1.595
1994-08-24,1.43,1.43,1.43,1.43
1994-08-25,1.43,1.43,1.43,1.43
1994-08-26,1.43,1.43,1.43,1.43
1994-08-29,1.43,1.43,1.43,1.43
1994-08-30,1.45,1.45,1.45,1.45
1994-08-31,1.435,1.435,1.435,1.435
1994-09-01,1.45,1.45,1.45,1.45
1994-09-02,1.4,1.4,1.4,1.4
1994-09-06,1.41,1.41,1.41,1.41
1994-09-07,1.43,1.43,1.43,1.43
1994-09-08,1.445,1.445,1.445,1.445
1994-09-09,1.445,1.445,1.445,1.445
1994-09-12,1.49,1.49,1.49,1.49
1994-09-13,1.505,1.505,1.505,1.505
1994-09-14,1.565,1.565,1.565,1.565
1994-09-15,1.615,1.615,1.615,1.615
1994-09-16,1.585,1.585,1.585,1.585
1994-09-19,1.585,1.585,1.585,1.585
1994-09-20,1.585,1.585,1.585,1.585
1994-09-21,1.56,1.56,1.56,1.56
1994-09-22,1.49,1.49,1.49,1.49
1994-09-23,1.38,1.38,1.38,1.38
1994-09-26,1.415,1.415,1.415,1.415
1994-09-27,1.415,1.415,1.415,1.415
1994-09-28,1.415,1.415,1.415,1.415
1994-09-29,1.415,1.415,1.415,1.415
1994-09-30,1.415,1.415,1.415,1.415
1994-10-03,1.405,1.405,1.405,1.405
1994-10-04,1.425,1.425,1.425,1.425
1994-10-05,1.44,1.44,1.44,1.44
1994-10-06,1.44,1.44,1.44,1.44
1994-10-07,1.37,1.37,1.37,1.37
1994-10-10,1.405,1.405,1.405,1.405
1994-10-11,1.515,1.515,1.515,1.515
1994-10-12,1.52,1.52,1.52,1.52
1994-10-13,1.49,1.49,1.49,1.49
1994-10-14,1.47,1.47,1.47,1.47
1994-10-17,1.52,1.52,1.52,1.52
1994-10-18,1.56,1.56,1.56,1.56
1994-10-19,1.545,1.545,1.545,1.545
1994-10-20,1.5,1.5,1.5,1.5
1994-10-21,1.485,1.485,1.485,1.485
1994-10-24,1.555,1.555,1.555,1.555
1994-10-25,1.75,1.75,1.75,1.75
1994-10-26,1.765,1.765,1.765,1.765
1994-10-27,1.74,1.74,1.74,1.74
1994-10-28,1.74,1.74,1.74,1.74
1994-10-31,1.74,1.74,1.74,1.74
1994-11-01,1.675,1.675,1.675,1.675
1994-11-02,1.62,1.62,1.62,1.62
1994-11-03,1.585,1.585,1.585,1.585
1994-11-04,1.54,1.54,1.54,1.54
1994-11-07,1.47,1.47,1.47,1.47
1994-11-08,1.49,1.49,1.49,1.49
1994-11-09,1.475,1.475,1.475,1.475
1994-11-10,1.495,1.495,1.495,1.495
1994-11-11,1.46,1.46,1.46,1.46
1994-11-14,1.49,1.49,1.49,1.49
1994-11-15,1.49,1.49,1.49,1.49
1994-11-16,1.475,1.475,1.475,1.475
1994-11-17,1.425,1.425,1.425,1.425
1994-11-18,1.345,1.345,1.345,1.345
1994-11-21,1.405,1.405,1.405,1.405
1994-11-22,1.54,1.54,1.54,1.54
1994-11-23,1.655,1.655,1.655,1.655
1994-11-28,1.725,1.725,1.725,1.725
1994-11-29,1.69,1.69,1.69,1.69
1994-11-30,1.69,1.69,1.69,1.69
1994-12-01,1.62,1.62,1.62,1.62
1994-12-02,1.63,1.63,1.63,1.63
1994-12-05,1.63,1.63,1.63,1.63
1994-12-06,1.745,1.745,1.745,1.745
1994-12-07,1.725,1.725,1.725,1.725
1994-12-08,1.78,1.78,1.78,1.78
1994-12-09,1.79,1.79,1.79,1.79
1994-12-12,1.89,1.89,1.89,1.89
1994-12-13,1.84,1.84,1.84,1.84
1994-12-14,1.725,1.725,1.725,1.725
1994-12-15,1.7,1.7,1.7,1.7
1994-12-16,1.7,1.7,1.7,1.7
1994-12-19,1.67,1.67,1.67,1.67
1994-12-20,1.595,1.595,1.595,1.595
1994-12-21,1.555,1.555,1.555,1.555
1994-12-22,1.59,1.59,1.59,1.59
1994-12-23,1.575,1.575,1.575,1.575
1994-12-27,1.59,1.59,1.59,1.59
1994-12-28,1.655,1.655,1.655,1.655
1994-12-29,1.695,1.695,1.695,1.695
1994-12-30,1.705,1.705,1.705,1.705
1995-01-03,1.765,1.765,1.765,1.765
1995-01-04,1.72,1.72,1.72,1.72
1995-01-05,1.66,1.66,1.66,1.66
1995-01-06,1.575,1.575,1.575,1.575
1995-01-09,1.565,1.565,1.565,1.565
1995-01-10,1.535,1.535,1.535,1.535
1995-01-11,1.485,1.485,1.485,1.485
1995-01-12,1.385,1.385,1.385,1.385
1995-01-13,1.345,1.345,1.345,1.345
1995-01-16,1.29,1.29,1.29,1.29
1995-01-17,1.415,1.415,1.415,1.415
1995-01-18,1.49,1.49,1.49,1.49
1995-01-19,1.44,1.44,1.44,1.44
1995-01-20,1.52,1.52,1.52,1.52
1995-01-23,1.6,1.6,1.6,1.6
1995-01-24,1.525,1.525,1.525,1.525
1995-01-25,1.43,1.43,1.43,1.43
1995-01-26,1.445,1.445,1.445,1.445
1995-01-27,1.475,1.475,1.475,1.475
1995-01-30,1.55,1.55,1.55,1.55
1995-01-31,1.55,1.55,1.55,1.55
1995-02-01,1.44,1.44,1.44,1.44
1995-02-02,1.465,1.465,1.465,1.465
1995-02-03,1.565,1.565,1.565,1.565
1995-02-06,1.675,1.675,1.675,1.675
1995-02-07,1.585,1.585,1.585,1.585
1995-02-08,1.595,1.595,1.595,1.595
1995-02-09,1.695,1.695,1.695,1.695
1995-02-10,1.76,1.76,1.76,1.76
1995-02-13,1.695,1.695,1.695,1.695
1995-02-14,1.575,1.575,1.575,1.575
1995-02-15,1.535,1.535,1.535,1.535
1995-02-16,1.53,1.53,1.53,1.53
1995-02-17,1.56,1.56,1.56,1.56
1995-02-21,1.56,1.56,1.56,1.56
1995-02-22,1.58,1.58,1.58,1.58
1995-02-23,1.58,1.58,1.58,1.58
1995-02-24,1.575,1.575,1.575,1.575
1995-02-27,1.55,1.55,1.55,1.55
1995-02-28,1.55,1.55,1.55,1.55
1995-03-01,1.505,1.505,1.505,1.505
1995-03-02,1.57,1.57,1.57,1.57
1995-03-03,1.625,1.625,1.625,1.625
1995-03-06,1.485,1.485,1.485,1.485
1995-03-07,1.5,1.5,1.5,1.5
1995-03-08,1.57,1.57,1.57,1.57
1995-03-09,1.57,1.57,1.57,1.57
1995-03-10,1.535,1.535,1.535,1.535
1995-03-13,1.515,1.515,1.515,1.515
1995-03-14,1.53,1.53,1.53,1.53
1995-03-15,1.55,1.55,1.55,1.55
1995-03-16,1.565,1.565,1.565,1.565
1995-03-17,1.54,1.54,1.54,1.54
1995-03-20,1.5,1.5,1.5,1.5
1995-03-21,1.46,1.46,1.46,1.46
1995-03-22,1.47,1.47,1.47,1.47
