Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1996-02-08,204.417,205.187,201.747,203.627,16312040.47247
1996-02-09,204.027,207.105,202.487,205.187,26765256.907752
1996-02-12,207.485,209.805,206.136,209.425,15196413.744706
1996-02-13,209.235,212.125,204.797,208.355,58488313.241723
1996-02-14,206.736,208.255,205.187,207.875,27367101.285403
1996-02-15,207.695,207.875,204.027,205.187,40440844.9683
1996-02-16,205.187,208.845,202.487,203.287,27327179.846256
1996-02-19,202.097,205.567,198.658,198.658,13689383.667993
1996-02-20,200.387,201.747,199.798,199.798,13860987.541079
1996-02-21,200.207,201.747,197.089,200.947,10338605.465398
1996-02-22,200.587,203.287,200.207,202.317,14871369.748215
1996-02-23,202.487,203.947,201.747,202.317,17651896.834551
1996-02-26,201.747,205.187,200.587,200.777,14574686.167752
1996-02-27,201.177,201.527,199.798,200.587,11753303.397971
1996-02-28,200.077,204.917,200.077,202.887,23308926.103968
1996-02-29,202.887,211.935,202.487,207.026,53671155.592241
1996-03-01,207.205,210.195,206.476,209.805,22786035.372085
1996-03-04,210.195,211.355,209.425,210.005,11709686.992618
1996-03-05,209.805,210.565,207.485,207.785,19369309.924796
1996-03-06,208.135,209.425,207.105,207.105,10220295.528265
1996-03-07,207.485,210.565,207.295,209.805,11090456.068519
1996-03-08,210.075,211.725,202.007,207.485,13938075.699037
1996-03-11,203.627,204.417,200.947,204.417,11916321.02582
1996-03-12,203.547,206.736,203.287,204.027,13388486.985837
1996-03-13,204.167,211.355,203.627,210.565,49534068.776024
1996-03-14,210.005,212.125,208.355,209.425,36383236.93517
1996-03-15,212.125,213.255,200.587,212.215,22231294.311586
1996-03-18,212.505,215.203,211.355,214.623,28550029.612015
1996-03-19,215.203,222.102,214.623,220.933,45598357.617983
1996-03-20,220.653,222.282,216.343,216.723,34680918.792137
1996-03-21,217.883,219.423,215.573,215.633,16249007.989964
1996-03-22,215.793,217.883,212.505,213.765,26330176.137494
1996-03-25,213.255,214.423,212.505,213.255,20000565.993377
1996-03-26,213.495,219.033,213.005,219.033,43650411.245068
1996-03-27,218.633,223.631,215.823,221.342,27439140.123002
1996-03-28,221.922,223.241,216.343,217.883,37823025.42873
1996-03-29,217.493,220.563,216.503,220.373,22474675.954004
1996-04-01,219.423,229.4,219.033,220.933,18758047.084288
1996-04-02,221.472,222.861,219.033,220.183,37009441.68287
1996-04-03,220.183,222.102,219.793,220.183,13211985.832149
1996-04-04,220.563,222.142,219.793,221.342,20999081.097357
1996-04-09,220.933,222.981,218.263,221.922,24549672.549571
1996-04-10,221.522,225.561,221.522,224.701,52054497.84874
1996-04-11,224.511,227.481,224.401,226.581,23314908.668363
1996-04-12,227.091,230.55,227.091,229.53,22251489.592497
1996-04-15,227.881,229.4,227.481,229.21,9820139.8906592
1996-04-16,230.55,230.55,229.01,229.96,21804023.583595
1996-04-17,231.669,231.669,224.791,225.061,29003481.186096
1996-04-18,224.031,225.561,222.861,222.861,12227314.348169
1996-04-19,223.561,226.331,221.712,225.951,19736779.015122
1996-04-22,225.561,226.711,224.791,226.711,8410279.2229946
1996-04-23,225.991,226.711,224.791,226.101,14930864.305581
1996-04-24,227.881,228.24,224.791,224.791,48674214.930891
1996-04-25,225.171,228.24,224.401,227.281,24647528.138052
1996-04-26,227.091,228.64,227.091,228.43,5651408.7997085
1996-04-29,228.24,229.4,227.481,228.64,10104643.286097
1996-04-30,228.73,231.669,228.36,230.34,12866637.526237
1996-05-01,229.85,229.85,227.481,227.481,26092519.99225
1996-05-02,225.951,228.24,223.631,224.401,13602094.84264
1996-05-03,222.501,224.401,222.102,223.631,11474372.459687
1996-05-07,219.793,224.791,218.263,221.242,12339273.624654
1996-05-08,216.723,219.423,215.763,216.343,10680097.762994
1996-05-09,216.643,219.033,215.963,218.633,28688479.815673
1996-05-10,219.033,219.033,215.963,215.963,15445527.886128
1996-05-13,215.203,217.883,212.875,213.855,10149455.004015
1996-05-14,215.203,218.633,214.773,217.883,22724722.339201
1996-05-15,218.943,222.861,218.263,221.522,11608242.465659
1996-05-16,222.102,224.791,217.493,218.453,19000493.482147
1996-05-17,218.453,220.933,217.103,220.183,10083666.800909
1996-05-20,220.183,222.102,217.883,218.823,12691286.673346
1996-05-21,219.033,225.661,219.033,222.282,18539331.891957
1996-05-22,220.183,221.712,219.793,221.132,12113539.596952
1996-05-23,221.712,222.861,220.563,220.563,16395840.3855
1996-05-24,220.863,221.342,219.423,220.933,6908085.4109267
1996-05-28,220.183,221.342,217.883,220.473,13209538.192111
1996-05-29,217.933,217.933,215.283,216.143,6412990.9475522
1996-05-30,216.553,221.712,213.645,214.423,10998794.099623
1996-05-31,214.773,216.143,212.875,213.465,10675833.647961
1996-06-03,212.125,217.673,212.125,213.955,15332162.241889
1996-06-04,214.133,216.343,214.035,215.733,8312224.5824642
1996-06-05,216.343,216.343,213.255,215.203,14680920.947326
1996-06-06,215.203,217.883,214.623,216.553,13348821.613649
1996-06-07,214.423,215.963,212.125,215.003,6902357.9132303
1996-06-10,215.573,216.343,214.035,215.113,6256379.9949989
1996-06-11,216.343,218.263,214.035,214.213,7717297.0135045
1996-06-12,216.723,220.933,216.343,220.933,14392045.408605
1996-06-13,219.793,220.183,217.883,219.423,14711418.92231
1996-06-14,218.263,219.033,215.963,216.343,11554893.51532
1996-06-17,215.963,216.343,214.035,215.003,14268480.097232
1996-06-18,215.573,217.493,215.573,216.553,9982379.3150144
1996-06-19,215.203,216.343,213.645,214.423,20413261.910169
1996-06-20,214.133,217.973,213.165,213.465,24694892.523472
1996-06-21,213.255,215.963,213.255,214.423,26385503.605199
1996-06-24,216.343,216.343,214.035,215.203,8825790.8760795
1996-06-25,213.165,215.203,212.125,214.035,13191478.469633
1996-06-26,214.423,216.463,213.255,215.373,27312553.021454
1996-06-27,215.573,216.343,214.035,214.773,22849381.936721
1996-06-28,215.203,217.883,214.773,216.913,28445460.267941
1996-07-01,216.723,219.793,216.723,219.033,12496096.632658
1996-07-02,220.183,222.861,219.793,222.102,13105386.957368
1996-07-03,222.102,224.031,221.712,223.241,6581320.9645502
1996-07-04,223.631,228.24,223.241,227.481,16953079.099116
1996-07-05,229.01,230.55,224.791,227.091,17412415.211958
1996-07-08,225.951,228.64,224.791,227.481,16579161.322507
1996-07-09,229.4,231.319,229.01,229.59,31343827.168477
1996-07-10,230.15,231.319,229.01,229.59,9113311.0603848
1996-07-11,229.4,231.669,228.64,229.4,7590609.8858001
1996-07-12,228.64,230.24,228.24,230.24,8924582.7093801
1996-07-15,229.77,230.909,227.481,227.481,8145503.9863172
1996-07-16,228.43,228.43,223.631,224.791,16802708.778439
1996-07-17,226.711,229.21,224.791,227.481,9099259.3859806
1996-07-18,226.711,230.15,226.711,227.881,30372374.141021
1996-07-19,228.141,228.64,218.143,226.121,11310828.694256
1996-07-22,224.401,225.561,222.861,224.601,5280192.7295761
1996-07-23,224.791,228.24,224.031,227.091,17630918.348839
1996-07-24,224.201,226.331,222.861,225.171,11506952.979241
1996-07-25,223.241,226.711,223.241,225.171,9651915.9013866
1996-07-26,225.171,225.171,221.342,222.901,8966273.6112286
1996-07-29,222.102,225.751,220.933,222.392,5760297.2732024
1996-07-30,221.342,223.631,221.342,222.102,8190581.7738102
1996-07-31,222.022,224.031,220.933,223.821,16897595.590607
1996-08-01,223.761,225.561,222.501,224.201,13710358.152658
1996-08-02,224.791,227.881,224.031,227.091,12752025.556094
1996-08-05,229.01,229.4,222.501,229.4,4375141.0655632
1996-08-06,227.481,234.399,226.711,232.089,26372754.271347
1996-08-07,232.089,234.189,229.77,232.459,20893630.522848
1996-08-08,232.089,233.819,230.55,231.669,11190075.11813
1996-08-09,232.459,236.488,231.669,235.528,12437493.308343
1996-08-12,234.399,236.308,233.619,234.769,8662982.3028963
1996-08-13,235.728,236.308,235.149,235.528,22940310.713894
1996-08-14,234.769,237.458,234.399,236.308,9898058.2657119
1996-08-15,238.248,239.008,236.308,237.458,8027720.1867643
1996-08-16,237.558,244.006,237.558,241.327,18589144.917678
1996-08-19,243.606,244.006,241.327,242.077,11206473.406156
1996-08-20,242.826,244.756,240.927,241.497,15634570.319263
1996-08-21,241.897,243.236,238.248,241.117,21010479.077841
1996-08-22,240.557,243.236,240.557,242.077,14300387.440756
1996-08-23,243.236,244.006,242.077,243.776,6073319.1259969
1996-08-27,243.506,244.006,239.767,240.327,11554996.542261
1996-08-28,240.167,243.606,240.167,240.557,11859273.108231
1996-08-29,240.927,244.006,237.848,240.167,14198888.899672
1996-08-30,239.008,243.236,237.078,238.428,17078467.887314
1996-09-02,239.587,243.506,237.268,242.656,4434524.5938967
1996-09-03,244.756,245.916,237.848,241.587,18343526.69041
1996-09-04,242.077,243.236,239.008,239.967,12799752.036199
1996-09-05,239.967,241.327,238.248,240.557,5038319.4815918
1996-09-06,240.927,242.077,239.377,241.677,11039393.716108
1996-09-09,242.077,245.516,241.677,243.416,7980611.8683033
1996-09-10,243.236,245.916,243.236,244.756,12870333.492705
1996-09-11,244.936,248.605,242.826,243.606,13085816.839934
1996-09-12,247.685,249.754,246.696,248.845,11149220.434946
1996-09-13,248.995,253.984,244.346,244.346,9590759.9095675
1996-09-16,252.074,255.514,250.144,250.724,6247685.7215136
1996-09-17,251.274,251.274,247.076,248.995,15794723.198002
1996-09-18,247.246,248.605,246.696,248.325,9159739.2009846
1996-09-19,247.825,250.534,247.825,248.215,10623731.023528
1996-09-20,248.605,251.274,247.076,251.274,27465581.037098
1996-09-23,246.096,246.696,242.826,243.606,8886790.827095
1996-09-24,243.776,247.685,243.236,244.346,19663131.756934
1996-09-25,245.336,245.916,243.606,245.516,10230913.304731
1996-09-26,245.916,249.754,244.936,248.785,13883108.325493
1996-09-27,249.754,253.214,249.754,251.274,8925673.9947428
1996-09-30,252.644,254.754,250.914,254.754,13604849.562978
1996-10-01,254.354,258.622,254.354,258.622,34952919.918328
1996-10-02,260.522,265.14,260.522,263.421,17503865.125403
1996-10-03,263.222,264.55,258.622,259.762,16296945.525259
1996-10-04,258.212,264.361,257.472,263.981,8830837.195653
1996-10-07,266.29,271.289,266.29,268.61,22622707.663152
1996-10-08,269.37,270.509,266.29,268.97,22008838.141017
1996-10-09,269.37,269.37,263.591,266.54,17545140.918704
1996-10-10,264.76,265.14,260.812,263.591,21522125.869521
1996-10-11,262.452,268.22,262.452,267.43,17684370.326117
1996-10-14,266.5,268.97,260.902,267.07,17435420.227592
1996-10-15,267.84,267.84,262.062,262.832,24461505.494568
1996-10-16,262.162,263.222,258.622,259.572,19978654.263629
1996-10-17,259.002,260.722,258.212,260.722,15580955.29935
1996-10-18,262.062,262.452,260.152,260.902,21513949.731525
1996-10-21,263.591,264.361,262.452,263.981,14266245.512905
1996-10-22,263.222,263.801,262.062,263.421,13475350.700027
1996-10-23,263.591,266.66,263.331,264.361,25047006.59858
1996-10-24,262.452,262.452,257.062,257.612,28253867.167826
1996-10-25,257.062,258.622,255.514,257.062,21839310.810932
1996-10-28,255.934,257.472,254.934,255.934,11704431.618378
1996-10-29,256.682,256.682,253.984,254.934,5341401.735258
1996-10-30,254.754,256.682,252.074,252.434,20095918.927433
1996-10-31,251.274,255.604,250.914,253.984,22471764.192601
1996-11-01,253.404,253.984,245.916,247.925,14039464.211349
1996-11-04,245.156,247.666,244.346,245.516,11018212.1773
1996-11-05,242.466,248.605,242.466,246.296,30488655.54771
1996-11-06,246.296,247.076,243.236,244.176,24546917.829233
1996-11-07,244.176,247.076,242.077,243.606,23263170.139137
1996-11-08,244.006,248.995,243.236,247.825,60445368.996673
1996-11-11,245.916,250.534,245.916,249.374,11259407.247946
1996-11-12,249.374,253.214,249.374,252.074,21879910.427417
1996-11-13,251.674,252.644,249.754,250.364,9619387.3954338
1996-11-14,250.914,255.144,250.914,251.874,13947959.283517
1996-11-15,253.214,257.832,251.674,257.472,21384554.895775
1996-11-18,254.754,260.152,254.354,259.762,12229761.988208
1996-11-19,258.722,265.93,258.722,264.031,10236169.679232
1996-11-20,264.55,265.14,256.482,263.421,13811281.543345
1996-11-21,263.022,263.222,260.152,260.722,10910885.112101
1996-11-22,260.722,267.84,260.722,262.452,12683946.754013
1996-11-25,268.61,270.929,264.95,268.75,23344005.276901
1996-11-26,265.93,268.97,264.361,265.93,16393183.690795
1996-11-27,265.14,267.07,263.591,264.76,10617014.267148
1996-11-28,264.361,264.76,262.062,264.76,13659712.909319
1996-11-29,263.901,265.14,257.472,263.801,32243186.343948
1996-12-02,263.421,263.981,261.312,263.022,12535291.881914
1996-12-03,265.14,265.93,262.062,264.76,13390514.516021
1996-12-04,263.591,265.14,261.312,262.622,10843637.527378
1996-12-05,263.801,263.981,259.002,262.562,20463546.059085
1996-12-06,262.832,262.832,252.434,259.382,23224709.081868
1996-12-09,262.062,264.361,260.342,262.832,7358418.1694614
1996-12-10,263.591,265.52,253.404,263.801,27349616.713323
1996-12-11,262.062,262.062,254.754,256.482,35652463.843656
1996-12-12,256.682,257.472,251.874,254.844,16723125.96815
1996-12-13,252.544,254.354,248.605,253.794,18207884.220954
1996-12-16,252.434,257.062,251.674,256.552,20674293.167825
1996-12-17,256.292,258.212,254.354,255.714,14513218.094326
1996-12-18,255.244,259.762,255.144,259.002,23147571.911094
1996-12-19,259.002,263.222,257.832,260.752,20360434.096104
1996-12-20,266.29,269.37,262.062,266.66,28893654.467258
1996-12-23,265.14,266.29,263.981,265.93,7520134.4570203
1996-12-24,265.93,266.66,265.14,266.66,2047404.3804164
1996-12-27,267.65,268.61,266.29,266.87,4379416.1834735
1996-12-30,267.43,270.14,266.29,268.55,6257469.2798384
1996-12-31,269.94,270.509,268.22,269.19,4454991.9459511
1997-01-02,264.76,269.19,262.062,263.022,11157287.544433
1997-01-03,263.132,266.5,260.522,263.331,11843400.957785
1997-01-06,262.832,263.222,260.522,262.252,8671565.5473484
1997-01-07,262.452,271.669,262.362,265.73,21578338.568707
1997-01-08,265.93,268.22,265.93,267.07,12380963.526242
1997-01-09,267.07,270.929,264.361,266.41,9940374.3310358
1997-01-10,267.84,272.829,260.902,269.51,31611984.28949
1997-01-13,272.539,275.928,271.669,275.928,22794783.659694
1997-01-14,275.158,276.688,270.14,274.158,14321463.9521
1997-01-15,273.578,276.298,268.97,271.479,19614570.058425
1997-01-16,271.669,275.158,268.97,274.158,14795791.985213
1997-01-17,274.368,274.748,272.439,274.158,10774616.478907
1997-01-20,275.158,276.298,273.188,274.748,12669475.970015
1997-01-21,275.158,278.597,273.578,278.217,13087066.166623
1997-01-22,278.597,281.646,277.437,278.877,28645327.531685
1997-01-23,279.367,283.566,279.367,281.276,15881538.899637
1997-01-24,283.196,283.946,272.829,276.688,35070347.624765
1997-01-27,275.728,276.688,274.748,276.298,9392349.0266556
1997-01-28,276.298,282.796,275.358,280.327,23107907.539168
1997-01-29,280.907,280.907,275.508,277.637,21750567.605269
1997-01-30,277.827,282.606,275.628,281.276,17355475.322617
1997-01-31,278.217,283.196,273.188,282.226,17627222.382372
1997-02-03,283.076,285.095,278.017,284.725,11652744.102493
1997-02-04,284.156,292.803,283.276,287.395,20521737.275639
1997-02-05,282.796,285.475,282.796,285.475,16999249.172232
1997-02-06,287.215,288.945,284.325,284.325,21556475.851776
1997-02-07,285.305,285.725,281.646,283.546,22851356.453042
1997-02-10,279.767,281.646,276.688,277.437,24977575.44287
1997-02-11,278.977,279.547,264.76,264.76,55788513.264902
1997-02-12,266.52,271.079,265.73,269.19,59160789.088959
1997-02-13,268.97,270.929,266.29,268.19,23432593.442021
1997-02-14,267.07,269.77,263.222,264.171,60052395.237073
1997-02-17,261.312,266.29,260.522,265.52,22288339.22839
1997-02-18,264.361,267.43,263.222,264.76,24453643.438701
1997-02-19,263.801,274.748,258.622,262.832,28982606.727587
1997-02-20,263.022,263.981,260.902,263.022,17055513.88502
1997-02-21,263.222,264.76,261.102,262.032,28168975.969434
1997-02-24,262.062,263.981,258.622,260.782,15894970.411874
1997-02-25,259.382,260.722,254.354,254.934,35557322.965052
1997-02-26,255.144,261.312,254.674,260.342,26767236.42538
1997-02-27,260.522,264.55,257.262,263.591,34846326.044854
1997-02-28,263.591,265.03,257.872,261.102,30793663.30488
1997-03-03,260.522,261.312,259.382,260.152,24754956.229666
1997-03-04,260.342,268.22,259.422,263.801,19042702.519485
1997-03-05,265.73,268.61,263.591,264.76,14565008.637152
1997-03-06,267.07,270.929,263.711,270.509,12766495.33983
1997-03-07,270.14,274.748,268.97,271.529,10734752.054669
1997-03-10,275.508,277.437,274.748,275.158,14619191.805632
1997-03-11,275.508,279.367,272.829,273.018,22683345.519482
1997-03-12,273.188,277.078,268.22,269.81,27027223.409967
1997-03-13,270.739,272.829,266.66,270.929,15945977.749899
1997-03-14,267.84,270.929,263.222,267.65,22444540.073704
1997-03-17,268.97,270.929,267.07,270.14,24808307.180528
1997-03-18,270.989,274.748,268.61,272.639,23432125.319611
1997-03-19,273.988,276.298,268.61,271.579,23747907.894313
1997-03-20,271.079,272.829,268.97,270.929,16465899.705471
1997-03-21,270.09,272.829,267.43,268.79,30537115.21954
1997-03-24,272.059,272.829,269.37,270.509,16911074.115137
1997-03-25,270.509,272.829,263.981,268.22,20470366.842667
1997-03-26,268.61,270.969,265.52,270.739,11403636.962901
1997-03-27,269.19,273.258,268.97,271.479,15651951.864403
1997-04-01,264.361,271.669,264.361,271.079,16887028.82748
1997-04-02,269.57,272.829,263.591,267.43,20035958.248179
1997-04-03,265.93,270.289,261.312,262.832,20739300.166653
1997-04-04,262.832,267.43,256.292,257.612,35067587.903119
1997-04-07,257.832,266.29,257.832,260.722,15946653.926714
1997-04-08,261.312,264.171,260.522,262.452,12053159.808104
1997-04-09,262.832,267.07,262.452,266.5,10571002.235357
1997-04-10,266.29,268.22,265.14,267.26,11028828.953504
1997-04-11,267.07,267.84,263.591,264.171,13519757.312012
1997-04-14,263.591,265.14,262.062,263.591,8654705.1384818
1997-04-15,265.14,267.43,263.801,266.87,15931715.020305
1997-04-16,267.07,267.43,262.452,263.421,14915505.289317
1997-04-17,263.421,263.981,259.382,262.622,14304447.50243
1997-04-18,262.832,263.591,259.002,263.591,13623641.476918
1997-04-21,262.062,265.93,260.522,263.511,12352183.000357
1997-04-22,265.52,270.929,263.981,268.79,23522481.94717
1997-04-23,270.14,276.688,270.14,275.158,17092779.629725
1997-04-24,273.988,275.928,273.578,274.158,16514878.513051
1997-04-25,274.748,275.158,272.439,272.439,26783945.794751
1997-04-28,272.829,274.368,270.14,271.289,10651369.25071
1997-04-29,271.289,272.829,269.57,271.869,31251698.077432
1997-04-30,271.969,274.748,270.929,272.059,30918840.037628
1997-05-01,272.059,273.578,270.14,271.479,18977744.533473
1997-05-02,270.929,273.578,269.77,270.339,20501539.994205
1997-05-06,274.748,282.456,270.339,281.476,23130705.500658
1997-05-07,281.346,286.245,279.367,279.767,23882818.172308
1997-05-08,281.276,281.276,275.158,278.407,31109085.78542
1997-05-09,278.557,283.946,277.827,281.646,107586935.15176
1997-05-12,280.907,284.325,277.827,281.157,18060272.621662
1997-05-13,284.325,290.284,283.566,285.305,19075387.066241
1997-05-14,285.875,288.755,283.566,286.245,21422239.750074
1997-05-15,286.245,286.245,273.018,276.608,487480708.43641
1997-05-16,278.977,280.497,277.078,279.767,23517796.722021
1997-05-19,277.437,282.796,275.928,276.298,11776829.549877
1997-05-20,277.078,278.977,273.988,276.688,18510811.434078
1997-05-21,277.827,279.767,276.688,279.367,14857520.126646
1997-05-22,279.547,283.196,279.367,281.067,12702633.640489
1997-05-23,281.476,284.325,279.367,282.856,15006852.175822
1997-05-27,282.416,284.725,281.646,283.946,16647708.246999
1997-05-28,284.325,287.025,282.416,283.196,16992011.27958
1997-05-29,282.946,284.725,281.276,282.516,14712409.181255
1997-05-30,282.746,283.946,276.098,278.407,13000038.409537
1997-06-02,280.497,282.416,278.217,279.107,15695465.242815
1997-06-03,278.597,282.056,278.597,281.476,16222619.089471
1997-06-04,281.476,282.796,278.887,281.516,17103348.393375
1997-06-05,280.947,283.196,278.597,281.856,14381949.768674
1997-06-06,281.476,289.055,281.476,288.945,18170514.449047
1997-06-09,288.575,290.094,287.025,288.575,18913518.738924
1997-06-10,289.255,289.335,284.725,285.695,21736879.025812
1997-06-11,285.875,286.345,282.416,284.725,13260652.558122
1997-06-12,284.635,287.805,284.256,286.455,21106719.2439
1997-06-13,287.805,291.633,287.395,290.474,16532731.181384
1997-06-16,290.874,293.193,289.335,291.703,12483451.326009
1997-06-17,292.213,295.303,285.475,289.145,19903701.664104
1997-06-18,286.365,287.395,282.416,283.946,23295913.701326
1997-06-19,284.725,286.015,277.827,278.217,26218012.80765
1997-06-20,278.107,280.327,273.018,273.188,44318468.936989
1997-06-23,273.578,274.748,269.37,271.079,26288121.140437
1997-06-24,271.289,273.188,267.84,271.869,31089095.55813
1997-06-25,272.059,274.678,271.669,273.798,28741981.80603
1997-06-26,274.748,285.095,273.988,283.376,30320640.613103
1997-06-27,283.376,287.905,283.196,285.475,20938440.240242
1997-06-30,287.025,290.094,286.245,286.825,19498548.719741
1997-07-01,288.155,290.874,286.655,290.474,19140195.013018
1997-07-02,290.764,294.343,289.874,293.483,15460356.763766
1997-07-03,290.874,304.721,290.874,302.041,22037773.707444
1997-07-04,301.491,304.721,298.551,301.821,12950645.493672
1997-07-07,298.551,303.171,297.043,301.631,15613748.874617
1997-07-08,302.041,302.041,297.773,300.881,26199378.935037
1997-07-09,301.051,302.401,299.331,300.881,28262141.331456
1997-07-10,297.773,300.881,296.633,298.731,25040185.814998
1997-07-11,298.961,301.261,298.961,300.481,9972853.8241721
1997-07-14,301.261,303.551,299.331,303.371,6349649.3842231
1997-07-15,303.171,307.009,302.401,306.05,11269244.820395
1997-07-16,305.88,310.849,305.49,310.469,17741419.243969
1997-07-17,311.629,312.009,307.009,310.079,15508661.395053
1997-07-18,312.009,317.387,309.099,312.388,50004746.854702
1997-07-21,312.388,312.388,309.309,310.889,20767980.666381
1997-07-22,310.469,312.009,309.309,310.659,17543997.61974
1997-07-23,312.388,319.496,311.469,317.747,15456193.67515
1997-07-24,316.997,318.157,314.298,315.447,14386786.03332
1997-07-25,315.077,316.217,312.009,313.538,8416836.9377864
1997-07-28,314.298,314.298,311.229,312.758,14696218.947634
1997-07-29,312.758,316.997,312.758,315.447,10390077.925049
1997-07-30,316.217,320.846,315.847,320.656,13720041.684827
1997-07-31,320.726,324.325,320.376,320.656,14707675.94355
1997-08-01,321.406,321.626,312.938,314.488,10289939.739688
1997-08-04,317.387,317.387,313.158,315.077,11253111.601683
1997-08-05,320.076,331.614,315.847,331.234,27428312.291609
1997-08-06,331.134,343.53,330.844,341.72,36983783.973577
1997-08-07,341.81,354.158,341.81,351.648,38728944.319515
1997-08-08,348.898,351.608,343.91,345.65,19584224.123197
1997-08-11,338.922,344.67,338.922,341.61,21963603.31246
1997-08-12,342.77,350.818,342.77,350.818,19323975.070082
1997-08-13,349.978,355.227,345.83,352.368,23218984.584957
1997-08-14,346.82,348.528,337.002,337.372,23704914.651912
1997-08-15,337.572,339.332,326.634,326.794,33673707.414148
1997-08-18,318.917,325.475,318.917,321.796,16248646.895541
1997-08-19,322.106,331.234,322.106,325.845,13537293.897694
1997-08-20,336.212,343.53,333.922,338.152,15207190.562761
1997-08-21,345.83,348.528,343.53,345.06,14244901.931724
1997-08-22,342.77,345.46,336.212,337.372,16473030.570137
1997-08-26,337.572,340.051,330.954,333.163,11450376.184846
1997-08-27,333.522,337.002,330.064,336.422,11466562.417421
1997-08-28,336.212,342.77,336.212,338.152,26788729.045535
1997-08-29,338.922,338.922,329.684,331.414,14210601.962547
1997-09-01,334.302,338.922,332.393,337.212,11034659.478142
1997-09-02,337.002,345.83,337.002,345.46,15049273.268609
1997-09-03,345.15,352.938,345.15,350.818,18793801.433775
1997-09-04,352.748,355.807,350.038,352.448,14559071.084529
1997-09-05,355.057,358.116,353.508,355.717,11725562.143847
1997-09-08,352.368,353.138,349.308,351.018,9065841.6475003
1997-09-09,350.818,350.818,343.91,348.528,24192619.182877
1997-09-10,345.56,348.898,340.47,342.77,8911256.2246073
1997-09-11,341.52,342.38,335.172,337.002,15167162.095626
1997-09-12,338.152,344.3,329.594,333.163,25847418.900209
1997-09-15,333.922,335.842,331.614,334.102,13958632.074369
1997-09-16,334.302,341.23,331.234,338.532,20270236.510132
1997-09-17,340.84,350.438,340.84,346.97,10517338.202628
1997-09-18,345.06,350.438,344.67,349.098,15846198.658437
1997-09-19,349.308,354.677,348.898,349.678,28779250.551519
1997-09-22,348.898,353.508,348.528,352.168,13313480.372187
1997-09-23,352.068,353.578,343.13,344.3,10371709.121749
1997-09-24,345.06,350.438,343.53,350.258,10432238.949831
1997-09-25,349.678,353.748,347.779,352.368,13264498.563823
1997-09-26,352.268,365.394,351.608,363.245,28524890.038211
1997-09-29,365.025,372.723,364.255,367.324,17164192.303586
1997-09-30,368.294,368.294,359.266,359.266,30064765.703793
1997-10-01,360.026,360.226,356.577,359.856,34736140.232116
1997-10-02,363.475,365.394,357.716,362.295,19626175.093051
1997-10-03,357.906,362.055,354.677,358.486,27736753.946717
1997-10-06,360.026,361.955,356.197,360.796,20230156.029397
1997-10-07,361.136,365.025,358.116,360.796,11172903.627918
1997-10-08,361.176,366.564,353.508,355.807,17620251.559556
1997-10-09,355.427,357.336,347.779,351.838,15282556.270311
1997-10-10,355.057,355.057,350.818,352.368,13397177.258275
1997-10-13,351.608,355.807,351.608,354.468,13552021.748913
1997-10-14,354.298,356.956,353.508,355.187,21073877.656079
1997-10-15,354.777,355.427,351.608,352.938,18671489.450137
1997-10-16,354.298,360.026,353.508,356.057,13965137.77556
1997-10-17,360.026,360.426,355.427,356.577,9171762.3449437
1997-10-20,352.568,358.896,351.608,356.467,12696698.088389
1997-10-21,354.947,358.116,354.847,357.336,10789615.40101
1997-10-22,357.676,362.725,349.678,357.716,26989276.48714
1997-10-23,350.148,353.508,320.076,340.051,25735976.75895
1997-10-24,342.38,353.718,322.766,338.922,29857402.479912
1997-10-27,339.332,339.332,322.766,334.212,12955330.718821
1997-10-28,334.502,338.922,288.155,309.699,41870899.916613
1997-10-29,327.774,342,321.226,328.344,28882260.487821
1997-10-30,329.684,334.302,326.634,332.393,12914367.007128
1997-10-31,331.723,344.88,330.064,331.993,16855951.701052
1997-11-03,344.48,346.02,335.072,343.34,15356776.678374
1997-11-04,343.91,344.67,336.212,343.13,21612481.496819
1997-11-05,339.472,345.83,331.803,341.61,28568814.524124
1997-11-06,333.253,336.032,325.475,327.374,14834046.988601
1997-11-07,327.374,330.564,316.997,321.226,22763497.4786
1997-11-10,319.676,322.766,316.217,316.217,14406568.206205
1997-11-11,318.917,321.796,316.627,316.627,14752017.538534
1997-11-12,319.397,330.844,315.847,315.847,21914626.505403
1997-11-13,316.217,320.846,315.847,315.847,18556926.492809
1997-11-14,319.496,330.844,316.997,316.997,22725501.542956
1997-11-17,324.695,336.212,320.076,320.076,16557767.728248
1997-11-18,333.922,340.051,332.733,332.733,22843240.330739
1997-11-19,338.532,340.051,328.554,328.554,53901729.885636
1997-11-20,336.782,342,335.842,335.842,20034554.881208
1997-11-21,339.332,339.702,335.072,335.072,28215558.150314
1997-11-24,336.212,336.212,331.614,331.614,21763735.048454
1997-11-25,332.393,334.102,320.846,320.846,24303793.254037
1997-11-26,325.475,326.634,310.469,310.469,38876604.931624
1997-11-27,310.849,318.547,310.849,310.849,26609580.199497
1997-11-28,311.909,314.688,310.079,310.079,20946977.472662
1997-12-01,310.939,314.688,309.699,311.429,19292953.958301
1997-12-02,311.229,313.718,307.979,312.388,21640742.886955
1997-12-03,311.629,314.688,311.059,314.298,14863352.651806
1997-12-04,314.258,323.545,314.258,321.246,21523477.22289
